icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp
4b1815,SWR339H ,Switzerland,1784797435.0,1784797435,8.2616,48.1973,4823.46,False,164.54,124.68,-3.25,,5029.2,1000,False,0,2026-07-23 09:04:03.321935
39de4e,TVF18NF ,France,1784797433.0,1784797434,21.9296,37.3476,4335.78,False,129.67,344.59,13.33,,4587.24,,False,0,2026-07-23 09:04:03.321935
3ffc29,DMFSS   ,Germany,1784797277.0,1784797430,12.7177,48.3501,739.14,False,36.1,4.09,-0.33,,,7000,False,0,2026-07-23 09:04:03.321935
4b1817,SWR8PZ  ,Switzerland,1784797434.0,1784797435,5.6734,47.9427,11384.28,False,220.21,313.01,1.3,,11757.66,3025,False,0,2026-07-23 09:04:03.321935
4b1819,SWR9ZA  ,Switzerland,1784797435.0,1784797435,-0.2484,42.7974,11590.02,False,261.5,69.14,0.0,,12222.48,2324,False,0,2026-07-23 09:04:03.321935
ac494e,CMD3    ,United States,1784797434.0,1784797434,-121.2757,38.7479,678.18,False,64.04,43.7,2.28,,685.8,1200,False,0,2026-07-23 09:04:03.321935
408120,VIR185V ,United Kingdom,1784797434.0,1784797435,-0.6694,51.4549,891.54,False,133.99,258.26,9.43,,1043.94,4612,False,0,2026-07-23 09:04:03.321935
39de4b,,France,,1784797432,,,,False,0.0,171.56,,,,,False,0,2026-07-23 09:04:03.321935
408124,EXS7RH  ,United Kingdom,1784797435.0,1784797435,-7.0548,40.1487,11277.6,False,211.59,192.21,0.0,,11910.06,5421,False,0,2026-07-23 09:04:03.321935
88044f,AIQ3166 ,Thailand,1784797227.0,1784797435,99.838,16.674,9753.6,False,234.28,162.36,4.88,,8191.5,,False,0,2026-07-23 09:04:03.321935
39de4a,TVF67YK ,France,1784797434.0,1784797434,-6.7282,35.0673,11597.64,False,244.34,27.05,0.0,,12374.88,6472,False,0,2026-07-23 09:04:03.321935
408121,VIR106F ,United Kingdom,1784797434.0,1784797434,-5.4555,56.5146,11887.2,False,245.46,147.41,0.0,,12435.84,7652,False,0,2026-07-23 09:04:03.321935
7c6b2b,JST820  ,Australia,1784797197.0,1784797197,153.1235,-27.3853,,True,5.92,309.38,,,,1440,False,0,2026-07-23 09:04:03.321935
4b1813,EDW403Y ,Switzerland,1784797434.0,1784797434,17.2593,44.547,10972.8,False,214.62,315.0,0.0,,11338.56,0067,False,0,2026-07-23 09:04:03.321935
39de4c,TVF13NV ,France,1784797435.0,1784797435,2.3579,48.7267,,True,0.0,64.69,,,,,False,0,2026-07-23 09:04:03.321935
39de57,TVF95MC ,France,1784797434.0,1784797434,2.3585,48.7199,,True,3.86,118.12,,,,,False,0,2026-07-23 09:04:03.321935
488284,SPAWE   ,Poland,1784797435.0,1784797435,20.8783,52.6122,556.26,False,38.89,52.52,2.6,,556.26,,False,0,2026-07-23 09:04:03.321935
39de59,TVF38ZT ,France,1784797434.0,1784797435,-0.4085,45.2576,10927.08,False,230.68,24.51,-5.2,,11460.48,4337,False,0,2026-07-23 09:04:03.321935
7c6b41,JST465  ,Australia,1784797334.0,1784797336,144.8467,-37.6761,,True,2.83,81.56,,,,1164,False,0,2026-07-23 09:04:03.321935
39de58,TVF54PL ,France,1784797435.0,1784797435,13.8191,44.9699,11887.2,False,258.34,129.59,0.0,,12252.96,7563,False,0,2026-07-23 09:04:03.321935
801640,AIC2UY  ,India,1784797385.0,1784797385,71.5955,20.6225,9144.0,False,233.56,20.23,0.0,,9692.64,,False,0,2026-07-23 09:04:03.321935
801645,AIC9BU  ,India,1784797435.0,1784797435,77.4849,28.7412,3962.4,False,165.42,296.41,-0.33,,4061.46,,False,0,2026-07-23 09:04:03.321935
842194,ADO73   ,Japan,1784797435.0,1784797435,143.7637,41.7862,7970.52,False,226.42,16.5,-5.53,,8351.52,,False,0,2026-07-23 09:04:03.321935
440da5,EJU91FK ,Austria,1784797435.0,1784797435,6.2037,46.3033,1508.76,False,105.49,45.4,4.88,,1653.54,,False,0,2026-07-23 09:04:03.321935
880453,AIQ3316 ,Thailand,1784797226.0,1784797226,100.6424,13.9797,419.1,False,67.46,208.72,-2.93,,426.72,,False,0,2026-07-23 09:04:03.321935
39de53,TVF213M ,France,1784797435.0,1784797435,7.0549,45.9843,11582.4,False,203.9,312.55,0.0,,12016.74,1000,False,0,2026-07-23 09:04:03.321935
880456,AIQ3017 ,Thailand,1784797433.0,1784797435,99.8046,13.32,5989.32,False,183.62,228.18,7.8,,6355.08,,False,0,2026-07-23 09:04:03.321935
39de54,TVF83DW ,France,1784797434.0,1784797434,18.0622,43.2484,9715.5,False,213.17,314.8,6.5,,10058.4,,False,0,2026-07-23 09:04:03.321935
880455,AIQ158  ,Thailand,1784797327.0,1784797417,98.9622,18.5375,1577.34,False,92.09,0.32,-4.88,,1584.96,,False,0,2026-07-23 09:04:03.321935
4b1803,SWR2CY  ,Switzerland,1784797435.0,1784797435,9.0998,48.809,7437.12,False,192.0,8.63,-7.8,,7696.2,1000,False,0,2026-07-23 09:04:03.321935
4b1804,SWR241D ,Switzerland,1784797434.0,1784797435,-1.0074,42.1783,10828.02,False,255.4,44.02,4.55,,11437.62,1000,False,0,2026-07-23 09:04:03.321935
399579,FHFLZ   ,France,1784797433.0,1784797433,6.9534,45.9344,3649.98,False,40.14,239.16,-3.25,,3832.86,,False,0,2026-07-23 09:04:03.321935
4b1805,SWR2EP  ,Switzerland,1784797434.0,1784797435,4.8302,43.311,11277.6,False,214.72,205.09,0.0,,11826.24,1000,False,0,2026-07-23 09:04:03.321935
39d228,FHURI   ,France,1784797435.0,1784797435,4.9056,43.8541,335.28,False,57.53,77.08,-0.33,,411.48,1000,False,0,2026-07-23 09:04:03.321935
4b1806,SWR8MV  ,Switzerland,1784797434.0,1784797435,4.36,46.9521,9448.8,False,225.24,116.45,-1.3,,9845.04,2005,False,0,2026-07-23 09:04:03.321935
4b1807,SWR5DA  ,Switzerland,1784797434.0,1784797434,12.4538,47.2526,10995.66,False,197.56,289.94,-4.88,,11269.98,1000,False,0,2026-07-23 09:04:03.321935
80163d,IGO5055 ,India,1784797433.0,1784797434,76.8924,28.6115,906.78,False,83.22,103.95,0.0,,777.24,,False,0,2026-07-23 09:04:03.321935
4b1809,SWR431  ,Switzerland,1784797435.0,1784797435,-0.4176,51.0699,2247.9,False,133.56,176.02,10.73,,2415.54,2063,False,0,2026-07-23 09:04:03.321935
80163c,IGO211  ,India,1784797346.0,1784797347,74.6773,15.557,7856.22,False,216.17,73.55,4.23,,8275.32,,False,0,2026-07-23 09:04:03.321935
801649,IGO6729 ,India,1784797435.0,1784797435,88.76,24.5407,8534.4,False,247.87,230.73,0.0,,9067.8,2602,False,0,2026-07-23 09:04:03.321935
801647,IGO25AF ,India,1784797433.0,1784797434,74.1274,27.7175,11285.22,False,244.91,37.83,0.0,,12070.08,,False,0,2026-07-23 09:04:03.321935
a53eef,UPS1132 ,United States,1784797435.0,1784797435,-84.5435,38.9419,8709.66,False,266.73,54.1,9.43,,9159.24,6755,False,0,2026-07-23 09:04:03.321935
4b1801,SWR9MH  ,Switzerland,1784797435.0,1784797435,9.206,48.6868,350.52,False,73.42,253.72,10.73,,533.4,2537,False,0,2026-07-23 09:04:03.321935
acdfa6,AAL556  ,United States,1784797435.0,1784797435,-86.4658,42.6776,10668.0,False,272.42,92.6,0.0,,11071.86,0616,False,0,2026-07-23 09:04:03.321935
801657,AIC4RP  ,India,1784797434.0,1784797434,77.0484,28.5544,487.68,False,69.87,103.63,-2.93,,342.9,,False,0,2026-07-23 09:04:03.321935
aae316,AAL2149 ,United States,1784797435.0,1784797435,-102.0075,36.0344,11277.6,False,234.35,87.23,0.0,,12062.46,,False,0,2026-07-23 09:04:03.321935
4952cb,TAP155A ,Portugal,1784797434.0,1784797434,-11.3448,36.0906,11277.6,False,205.61,214.09,0.0,,11978.64,2206,False,0,2026-07-23 09:04:03.321935
4952ce,TAP1541 ,Portugal,1784797434.0,1784797434,-9.9766,37.687,10477.5,False,201.37,214.91,3.9,,11117.58,3352,False,0,2026-07-23 09:04:03.321935
7c6b36,JST906  ,Australia,1784797435.0,1784797435,152.7294,-25.8153,8915.4,False,208.18,324.15,5.53,,9410.7,,False,0,2026-07-23 09:04:03.321935
7c6b35,JST527  ,Australia,1784797435.0,1784797435,145.745,-37.3946,4358.64,False,158.95,236.62,-10.08,,4411.98,3254,False,0,2026-07-23 09:04:03.321935
acdfa3,ASA536  ,United States,1784797435.0,1784797435,-93.4233,46.3173,10668.0,False,281.51,100.53,0.0,,11125.2,,False,0,2026-07-23 09:04:03.321935
402ab3,GBOHJ   ,United Kingdom,1784797434.0,1784797434,-1.0165,52.6204,373.38,False,47.61,96.2,0.65,,495.3,7000,False,0,2026-07-23 09:04:03.321935
4952d2,TAP640  ,Portugal,1784797261.0,1784797266,4.4841,50.9025,,True,0.06,334.69,,,,1000,False,0,2026-07-23 09:04:03.321935
4952d3,TAP832  ,Portugal,1784797435.0,1784797435,1.8072,41.3117,11574.78,False,263.45,91.12,0.0,,12222.48,1000,False,0,2026-07-23 09:04:03.321935
abacb6,SCX474  ,United States,1784797434.0,1784797435,-98.3447,47.6241,11277.6,False,279.84,128.96,0.0,,11811.0,,False,0,2026-07-23 09:04:03.321935
4b181d,SWR2GE  ,Switzerland,1784797434.0,1784797435,8.0945,47.4924,4053.84,False,143.34,109.28,-6.18,,4244.34,1000,False,0,2026-07-23 09:04:03.321935
ac96be,AAL500R ,United States,1784797435.0,1784797435,-88.0956,41.5143,11277.6,False,273.43,96.59,0.0,,11811.0,1450,False,0,2026-07-23 09:04:03.321935
a5955b,UPS896  ,United States,1784797434.0,1784797435,-94.3109,40.0937,12192.0,False,199.22,293.92,0.0,,12900.66,4007,False,0,2026-07-23 09:04:03.321935
4952d0,TAP1901 ,Portugal,1784797435.0,1784797435,-8.6677,37.7127,6400.8,False,169.22,162.67,0.0,,6865.62,4412,False,0,2026-07-23 09:04:03.321935
a7e8bf,ASA669  ,United States,1784797434.0,1784797434,-138.5041,58.0617,11582.4,False,209.31,305.8,0.0,,12031.98,,False,0,2026-07-23 09:04:03.321935
440dc6,OEKBE   ,Austria,1784793100.0,1784797435,23.6496,54.256,6096.0,False,75.48,251.32,2.28,,,1000,False,0,2026-07-23 09:04:03.321935
801622,IGO6401 ,India,1784797434.0,1784797434,77.4554,12.5446,7863.84,False,175.11,22.27,-5.2,,8282.94,,False,0,2026-07-23 09:04:03.321935
a4b228,UPS780  ,United States,1784797434.0,1784797435,-90.4038,35.0329,4526.28,False,198.34,238.58,12.35,,4762.5,,False,0,2026-07-23 09:04:03.321935
aaa6dd,AAL95   ,United States,1784797434.0,1784797435,-6.6598,42.0567,10058.4,False,239.15,304.31,0.0,,10599.42,6023,False,0,2026-07-23 09:04:03.321935
4b181b,SWR52Y  ,Switzerland,1784797435.0,1784797435,8.2285,47.5541,3185.16,False,128.2,294.92,-3.9,,3360.42,1000,False,0,2026-07-23 09:04:03.321935
4b181c,SWR9LA  ,Switzerland,1784797434.0,1784797435,15.6224,42.6107,10668.0,False,264.46,135.08,0.0,,11109.96,3002,False,0,2026-07-23 09:04:03.321935
50048a,T7ZEUS  ,San Marino,1784797434.0,1784797435,9.4536,43.0954,8671.56,False,211.41,292.01,-9.75,,9075.42,3242,False,0,2026-07-23 09:04:03.321935
a808d7,ATN3348 ,United States,1784797434.0,1784797435,-87.21,33.6363,11582.4,False,214.34,262.41,-0.33,,12306.3,3147,False,0,2026-07-23 09:04:03.321935
aa56b4,UAL747  ,United States,1784797434.0,1784797435,-90.9481,43.0101,11277.6,False,273.87,109.76,0.0,,11811.0,6625,False,0,2026-07-23 09:04:03.321935
4952c1,TAP1240 ,Portugal,1784797435.0,1784797435,5.784,45.0484,10965.18,False,267.28,92.65,0.0,,11430.0,1000,False,0,2026-07-23 09:04:03.321935
4952c2,TAP53LB ,Portugal,1784797434.0,1784797435,12.322,51.4958,7193.28,False,184.09,48.74,-10.4,,7315.2,1000,False,0,2026-07-23 09:04:03.321935
801625,AIC2353 ,India,1784796869.0,1784797435,98.5139,14.1842,9753.6,False,236.6,283.07,-0.33,,10355.58,6147,False,0,2026-07-23 09:04:03.321935
4952c6,TAP120Y ,Portugal,1784797435.0,1784797435,12.535,51.5315,11285.22,False,236.15,68.13,0.0,,11445.24,1000,False,0,2026-07-23 09:04:03.321935
4952c7,TAP1921 ,Portugal,1784797435.0,1784797435,-9.244,39.2666,5920.74,False,167.46,199.94,-4.88,,6332.22,4411,False,0,2026-07-23 09:04:03.321935
39de46,TVF8337 ,France,1784797434.0,1784797435,8.8673,43.8615,11590.02,False,200.97,331.4,-0.33,,12062.46,6143,False,0,2026-07-23 09:04:03.321935
4b180c,SWR     ,Switzerland,1784797363.0,1784797368,8.5617,47.4412,,True,0.0,244.69,,,,2000,False,0,2026-07-23 09:04:03.321935
39de45,TVF37NP ,France,1784796865.0,1784797141,25.1422,36.515,2651.76,False,124.17,122.31,-5.2,,2712.72,6706,False,0,2026-07-23 09:04:03.321935
a1025a,UPS1142 ,United States,1784797435.0,1784797435,-81.0871,41.2292,9624.06,False,246.63,44.83,-5.2,,9959.34,7653,False,0,2026-07-23 09:04:03.321935
407a05,EZY46FN ,United Kingdom,1784797435.0,1784797435,11.1917,45.9213,11597.64,False,203.32,326.35,-0.65,,11940.54,0277,False,0,2026-07-23 09:04:03.321935
440db0,EJU86ME ,Austria,1784797435.0,1784797435,-4.0534,40.0353,11887.2,False,208.97,253.26,0.0,,12595.86,0472,False,0,2026-07-23 09:04:03.321935
39de47,TVF6919 ,France,1784797435.0,1784797435,9.458,43.0434,11574.78,False,199.3,331.98,0.0,,12070.08,1000,False,0,2026-07-23 09:04:03.321935
407a06,EZY39TV ,United Kingdom,1784797434.0,1784797434,-4.2243,53.664,10279.38,False,235.49,129.15,5.2,,10820.4,4656,False,0,2026-07-23 09:04:03.321935
a33b1e,AAL1080 ,United States,1784797435.0,1784797435,-102.5549,34.4167,11277.6,False,238.49,108.36,0.0,,12070.08,,False,0,2026-07-23 09:04:03.321935
a0e249,UPS712  ,United States,1784797435.0,1784797435,-86.9079,37.5996,8793.48,False,239.94,237.88,6.83,,9342.12,4077,False,0,2026-07-23 09:04:03.321935
c822e4,ANZ457  ,New Zealand,1784797434.0,1784797434,174.7355,-37.0254,495.3,False,91.1,251.57,6.83,,579.12,,False,0,2026-07-23 09:04:03.321935
0d1314,VIV519  ,Mexico,1784797357.0,1784797357,-114.4743,30.532,10675.62,False,237.93,134.12,0.0,,11391.9,1024,False,0,2026-07-23 09:04:03.321935
7c6b17,JST531  ,Australia,1784797435.0,1784797435,151.1787,-34.0052,571.5,False,109.7,182.69,6.83,,632.46,3714,False,0,2026-07-23 09:04:03.321935
440db9,OEXDC   ,Austria,1784797434.0,1784797435,13.2242,48.1915,899.16,False,36.62,155.96,1.3,,1005.84,,False,0,2026-07-23 09:04:03.321935
39de41,TVF14KM ,France,1784797341.0,1784797341,2.3613,48.7258,,True,0.0,348.75,,,,2227,False,0,2026-07-23 09:04:03.321935
7c6b13,JST495  ,Australia,1784797435.0,1784797435,152.0521,-31.2197,10972.8,False,204.93,195.43,0.0,,11361.42,,False,0,2026-07-23 09:04:03.321935
ae1fb9,00172170,United States,1784797420.0,1784797420,-85.7126,31.286,106.68,False,27.8,177.88,-3.9,,137.16,,False,0,2026-07-23 09:04:03.321935
4b180a,SWR1CA  ,Switzerland,1784797434.0,1784797435,12.9196,50.097,7178.04,False,189.61,264.71,6.83,,7307.58,1000,False,0,2026-07-23 09:04:03.321935
4952ae,TAP088  ,Portugal,1784797430.0,1784797435,-9.1335,38.7778,,True,0.0,168.75,,,,,False,0,2026-07-23 09:04:03.321935
7c6b12,JST419  ,Australia,1784797434.0,1784797435,152.345,-29.5341,10218.42,False,207.77,205.68,4.55,,10668.0,,False,0,2026-07-23 09:04:03.321935
39de43,TVF739F ,France,1784797435.0,1784797435,4.6578,44.3571,11590.02,False,211.92,354.43,0.0,,12115.8,1000,False,0,2026-07-23 09:04:03.321935
4952af,TAP028  ,Portugal,1784797434.0,1784797435,-16.4597,29.5552,12192.0,False,252.49,29.54,0.0,,13014.96,,False,0,2026-07-23 09:04:03.321935
80166c,AIC111  ,India,1784797435.0,1784797435,6.0447,48.0207,12192.0,False,234.44,296.73,-0.33,,12588.24,7514,False,0,2026-07-23 09:04:03.321935
3c6669,DLH6JT  ,Germany,1784797182.0,1784797182,14.2618,50.1063,,True,0.0,61.88,,,,1000,False,0,2026-07-23 09:04:03.321935
8a02d5,GIA411  ,Indonesia,1784797405.0,1784797405,108.7633,-5.8142,10972.8,False,220.65,242.66,0.0,,,,False,0,2026-07-23 09:04:03.321935
3c6668,DLH4WE  ,Germany,1784797434.0,1784797435,11.7117,40.8834,10660.38,False,248.4,157.47,0.0,,11170.92,2572,False,0,2026-07-23 09:04:03.321935
3c6667,DLH5KH  ,Germany,1784797435.0,1784797435,11.5098,51.2823,10965.18,False,210.67,9.42,0.33,,11094.72,6451,False,0,2026-07-23 09:04:03.321935
44028c,EJU859L ,Austria,1784797435.0,1784797435,7.0095,43.9575,5760.72,False,181.84,335.25,11.05,,6103.62,1000,False,0,2026-07-23 09:04:03.321935
ac498c,FDX1574 ,United States,1784797435.0,1784797435,-88.7108,36.7646,10668.0,False,260.8,31.12,0.0,,11369.04,,False,0,2026-07-23 09:04:03.321935
3c6666,DLH7VV  ,Germany,1784797435.0,1784797435,11.7864,45.7997,7124.7,False,199.02,334.1,6.18,,7383.78,1000,False,0,2026-07-23 09:04:03.321935
ab0356,ASA1354 ,United States,1784797434.0,1784797434,-95.0771,18.7104,10972.8,False,231.45,313.38,0.0,,11696.7,,False,0,2026-07-23 09:04:03.321935
511188,MBU7HQ  ,Estonia,1784797434.0,1784797434,22.6171,38.068,10355.58,False,218.75,322.65,0.0,,10904.22,5537,False,0,2026-07-23 09:04:03.321935
511189,CFG2NP  ,Estonia,1784797434.0,1784797435,1.4868,47.7854,10972.8,False,207.05,22.81,0.0,,11468.1,1000,False,0,2026-07-23 09:04:03.321935
4acb01,NSZ48U  ,Sweden,1784797434.0,1784797435,18.8712,49.7259,10736.58,False,229.37,350.71,4.88,,10828.02,1000,False,0,2026-07-23 09:04:03.321935
4acb03,NSZ2MP  ,Sweden,1784797435.0,1784797435,8.9552,44.4709,8534.4,False,243.77,35.03,-0.33,,8923.02,1000,False,0,2026-07-23 09:04:03.321935
470bed,HAENL   ,Hungary,1784797400.0,1784797400,21.6591,47.502,426.72,False,43.09,326.69,-1.95,,487.68,,False,0,2026-07-23 09:04:03.321935
408166,LJC9    ,United Kingdom,1784797311.0,1784797313,-3.8646,57.4686,1257.3,False,140.72,23.94,-9.1,,1394.46,7720,False,0,2026-07-23 09:04:03.321935
c822ec,ANZ386M ,New Zealand,1784797435.0,1784797435,173.9384,-42.289,5181.6,False,144.78,39.23,-0.65,,5166.36,,False,0,2026-07-23 09:04:03.321935
4acb02,NSZ5WU  ,Sweden,1784797435.0,1784797435,16.2243,59.2708,7315.2,False,227.01,241.29,7.15,,7360.92,,False,0,2026-07-23 09:04:03.321935
3c665a,VJH721  ,Germany,1784797433.0,1784797434,7.8667,44.9384,4831.08,False,184.86,192.37,7.8,,5067.3,1000,False,0,2026-07-23 09:04:03.321935
801685,AXB940  ,India,,1784797391,,,10668.0,False,228.61,98.93,0.0,,,4551,False,0,2026-07-23 09:04:03.321935
ad4f72,JBU162  ,United States,1784797435.0,1784797435,-109.689,38.438,10066.02,False,251.63,88.71,-0.33,,10744.2,,False,0,2026-07-23 09:04:03.321935
4acb04,NSZ2125 ,Sweden,1784797434.0,1784797435,22.7404,51.7049,11887.2,False,240.62,8.98,0.0,,12016.74,1000,False,0,2026-07-23 09:04:03.321935
3c664f,DLH1VR  ,Germany,1784797425.0,1784797425,9.9849,53.6266,,True,8.23,50.62,,,,5023,False,0,2026-07-23 09:04:03.321935
3c664d,DLH4LC  ,Germany,1784797405.0,1784797405,11.8247,48.3672,411.48,False,74.54,263.66,-2.6,,525.78,1000,False,0,2026-07-23 09:04:03.321935
ab034d,AAL6    ,United States,1784797432.0,1784797433,-109.594,34.688,12496.8,False,255.18,90.69,0.0,,13312.14,3773,False,0,2026-07-23 09:04:03.321935
51116f,MBU4HW  ,Estonia,1784797434.0,1784797434,11.2609,49.1267,8839.2,False,214.48,5.51,0.0,,9044.94,1000,False,0,2026-07-23 09:04:03.321935
4bc8c9,PGT43WU ,Turkey,1784797435.0,1784797435,27.2446,42.0476,11574.78,False,205.3,292.39,0.33,,12031.98,3205,False,0,2026-07-23 09:04:03.321935
40814a,AUR86DB ,United Kingdom,1784797434.0,1784797435,-3.1215,50.0775,4648.2,False,104.74,323.19,2.93,,4930.14,1222,False,0,2026-07-23 09:04:03.321935
4bc8c7,PGT62LH ,Turkey,1784797321.0,1784797426,29.594,41.0827,2895.6,False,91.85,318.63,13.0,,2407.92,,False,0,2026-07-23 09:04:03.321935
4bc8c5,PGT1099 ,Turkey,1784797434.0,1784797435,16.6107,40.8771,10355.58,False,203.25,268.84,0.0,,10843.26,2336,False,0,2026-07-23 09:04:03.321935
4bc8c2,PGT1459 ,Turkey,1784797435.0,1784797435,28.6108,38.5152,10370.82,False,217.56,174.57,-4.55,,10942.32,5403,False,0,2026-07-23 09:04:03.321935
3c6663,DLH9YC  ,Germany,1784797434.0,1784797435,12.3556,48.4641,9448.8,False,266.43,106.72,0.0,,9631.68,7706,False,0,2026-07-23 09:04:03.321935
4bc8c1,PGT396  ,Turkey,1784797434.0,1784797435,22.0535,49.2621,10370.82,False,246.11,9.38,0.0,,10507.98,1767,False,0,2026-07-23 09:04:03.321935
3c6662,DLH17F  ,Germany,1784797434.0,1784797434,3.7636,42.3116,10668.0,False,214.19,231.53,0.33,,11224.26,2513,False,0,2026-07-23 09:04:03.321935
4952a7,TAP243U ,Portugal,1784797435.0,1784797435,-9.5918,39.1299,4175.76,False,159.21,296.07,10.73,,4495.8,2273,False,0,2026-07-23 09:04:03.321935
4bc8d0,PGT982  ,Turkey,1784797222.0,1784797236,29.2705,40.873,266.7,False,73.85,63.97,-3.9,,297.18,7620,False,0,2026-07-23 09:04:03.321935
511173,NYX391P ,Estonia,1784797434.0,1784797434,-5.8501,35.7252,281.94,False,61.02,275.81,-2.93,,381.0,3772,False,0,2026-07-23 09:04:03.321935
4952a9,TAP2545 ,Portugal,1784797435.0,1784797435,-14.6398,30.5105,10668.0,False,239.04,206.45,0.0,,11437.62,,False,0,2026-07-23 09:04:03.321935
80167f,AIC4XA  ,India,1784797434.0,1784797434,77.1442,28.8499,3909.06,False,142.6,253.66,-2.93,,4008.12,,False,0,2026-07-23 09:04:03.321935
4952a1,TAP072  ,Portugal,1784797435.0,1784797435,-9.1333,38.7819,,True,5.92,202.5,,,,,False,0,2026-07-23 09:04:03.321935
e80260,LPE2385 ,Chile,1784797435.0,1784797435,-64.37,-29.8814,11536.68,False,222.09,347.83,4.88,,11788.14,,False,0,2026-07-23 09:04:03.321935
4952a2,TAP110  ,Portugal,1784797435.0,1784797435,-39.0199,-1.6539,11887.2,False,239.24,0.74,0.0,,12618.72,1742,False,0,2026-07-23 09:04:03.321935
e4944e,TAM3453 ,Brazil,1784797419.0,1784797419,-47.9972,-26.2804,11277.6,False,226.67,36.32,0.0,,11650.98,2727,False,0,2026-07-23 09:04:03.321935
511171,CFG8VH  ,Estonia,1784797435.0,1784797435,14.8808,46.0835,10988.04,False,206.3,329.92,-0.33,,11269.98,2026,False,0,2026-07-23 09:04:03.321935
e4944f,TAM3657 ,Brazil,1784797300.0,1784797300,-46.4422,-23.4267,815.34,False,78.65,254.05,-4.23,,853.44,4222,False,0,2026-07-23 09:04:03.321935
4952a4,TAP057  ,Portugal,1784797434.0,1784797434,-9.1331,38.7753,,True,0.77,168.75,,,,,False,0,2026-07-23 09:04:03.321935
a46e8d,ASA863  ,United States,1784797276.0,1784797276,139.769,35.5494,,True,0.26,149.06,,,,6065,False,0,2026-07-23 09:04:03.321935
e49450,TAM3501 ,Brazil,1784797383.0,1784797383,-48.6752,-8.068,11277.6,False,238.1,168.79,0.0,,11978.64,,False,0,2026-07-23 09:04:03.321935
48cb15,TVP7707 ,Poland,1784797435.0,1784797435,20.8356,50.9642,6416.04,False,180.34,5.4,-8.13,,6492.24,4444,False,0,2026-07-23 09:04:03.321935
3c6672,DLH978  ,Germany,1784797435.0,1784797435,7.3798,50.7051,7818.12,False,210.04,326.89,5.2,,8061.96,2532,False,0,2026-07-23 09:04:03.321935
3c6671,DLH2EP  ,Germany,1784797435.0,1784797435,10.3706,52.798,11277.6,False,210.28,26.44,0.0,,11452.86,3732,False,0,2026-07-23 09:04:03.321935
841a6c,ADO120  ,Japan,1784797435.0,1784797435,135.2958,35.42,6858.0,False,220.14,218.26,-16.58,,7338.06,4667,False,0,2026-07-23 09:04:03.321935
4bc8d6,PGT71QT ,Turkey,1784797433.0,1784797434,19.9099,41.9376,10355.58,False,208.53,274.67,0.0,,10774.68,2334,False,0,2026-07-23 09:04:03.321935
4bc8d3,PGT5AA  ,Turkey,1784797434.0,1784797434,25.2489,42.6547,10363.2,False,213.73,284.07,0.0,,10751.82,7347,False,0,2026-07-23 09:04:03.321935
a4d838,DAL116  ,United States,1784797434.0,1784797434,7.5708,56.2781,11887.2,False,224.08,101.39,0.0,,12222.48,1402,False,0,2026-07-23 09:04:03.321935
4bc8d4,PGT77FD ,Turkey,1784797434.0,1784797434,29.1234,40.6267,2026.92,False,128.02,338.8,-10.08,,2125.98,,False,0,2026-07-23 09:04:03.321935
3c6675,DLH7WJ  ,Germany,1784797435.0,1784797435,8.3729,50.2422,4450.08,False,189.85,17.99,9.75,,4617.72,3734,False,0,2026-07-23 09:04:03.321935
40813b,GCMVD   ,United Kingdom,1784797434.0,1784797434,-0.822,51.6061,228.6,False,32.12,238.09,-0.33,,365.76,,False,0,2026-07-23 09:04:03.321935
402af3,GBOJS   ,United Kingdom,1784797340.0,1784797425,-0.5129,51.6129,182.88,False,33.26,238.28,-3.25,,320.04,,False,0,2026-07-23 09:04:03.321935
3442cc,ANE2418 ,Spain,1784797265.0,1784797265,2.7433,41.8548,342.9,False,66.92,16.07,-2.6,,457.2,6336,False,0,2026-07-23 09:04:03.321935
80164e,AIC9XM  ,India,1784797256.0,1784797256,75.3879,25.2938,11574.78,False,231.95,187.52,0.0,,12359.64,,False,0,2026-07-23 09:04:03.321935
80164c,IGO1854 ,India,1784797433.0,1784797434,71.1054,18.0202,10073.64,False,236.05,65.95,-2.28,,10698.48,,False,0,2026-07-23 09:04:03.321935
471efa,WMT9XU  ,Hungary,1784797433.0,1784797435,4.2315,39.8235,10980.42,False,254.87,68.2,0.0,,11628.12,1425,False,0,2026-07-23 09:04:03.321935
471efb,WZZ96   ,Hungary,1784797177.0,1784797177,22.9738,40.5231,,True,8.23,135.0,,,,7345,False,0,2026-07-23 09:04:03.321935
3c667a,DLH3WU  ,Germany,1784797432.0,1784797434,13.532,52.3788,68.58,False,71.17,248.81,-3.9,,129.54,1000,False,0,2026-07-23 09:04:03.321935
47c548,LNYTE   ,Norway,1784797434.0,1784797434,12.3897,64.6246,1607.82,False,69.62,239.83,-3.9,,1630.68,,False,0,2026-07-23 09:04:03.321935
471efe,WMT2020 ,Hungary,1784797434.0,1784797434,18.9575,41.8151,7414.26,False,183.83,297.14,9.75,,7741.92,,False,0,2026-07-23 09:04:03.321935
471eff,WZZ309  ,Hungary,1784797435.0,1784797435,10.8203,55.5975,4442.46,False,171.25,282.49,-10.73,,4556.76,1000,False,0,2026-07-23 09:04:03.321935
